tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
gpt-oss-120b/strict+gate,q11,specific,True,False,True,True,5,1,True,0.53,1023,107,4,4,5,"Ответ верен и полностью соответствует контексту и эталону, хотя в самой Dota 2 длительность BKB уменьшается с каждым использованием, а не с ""уровнями предмета"" (у предметов в Dota нет уровней), но суть передана верно на основе контекста [1].",Сколько длится эффект Black King Bar и какая у него перезарядка?,"Эффект Black King Bar длится 9 секунд на первом уровне, 8 секунд на втором и 7 секунд на третьем [1], а его перезарядка составляет 95 секунд [1].","Avatar действует 9 / 8 / 7 секунд (длительность уменьшается с каждым использованием), перезарядка 95 секунд."
gpt-oss-120b/strict+gate,q12,specific,True,True,False,False,0,0,False,0.0,0,0,1,5,5,"В контексте не было информации, поэтому система корректно ответила отказом в соответствии с правилами RAG.",Сколько брони даёт одно очко ловкости?,В базе знаний недостаточно информации для ответа на этот вопрос.,"Каждое очко ловкости увеличивает броню героя на 0,167 (1/6)."
gpt-oss-120b/strict+gate,q13,specific,True,False,True,True,5,2,True,0.41,976,123,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.",В какое время нужно стакать лагерь нейтральных крипов?,"Для большинства лагерей их нужно стакать примерно на 54‑55‑й секунде игры — чтобы к отметке полной минуты появился новый набор крипов [1]. При этом нейтральные крипы появляются каждую минуту (1:00, 2:00, 3:00 и т.д.), и если в границе лагеря находится любой юнит, новый спаун не произойдёт [2].","Большинство лагерей стакают примерно на 54–55 секунде каждой минуты, чтобы в начале минуты появилась новая пачка крипов."
gpt-oss-120b/strict+gate,q14,specific,True,False,True,True,5,1,True,0.29,1133,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие таланты у Juggernaut на 25 уровне?,У Juggernaut на 25 уровне доступны два таланта: +1 сек. действия Omnislash и 40 % вампиризма от Blade Dance[1].,На 25 уровне: +1 сек. действия Omnislash или 40% вампиризма от Blade Dance.
gpt-oss-120b/strict+gate,q15,specific,True,False,True,False,3,1,True,0.41,670,59,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Сколько опыта получают враги, если крипа на линии заденаили?","Враги получают 50 % от опыта, который обычно даёт убитый крип — то есть половину его обычного опыта [1].",Враги получают 50% опыта за заденаенных линейных крипов и не получают золота.
gpt-oss-120b/strict+gate,q16,specific,True,False,True,True,5,2,True,2.29,998,59,5,5,5,"Ответ полностью точен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько золота даёт руна богатства (Bounty Rune) в начале игры?,Руна богатства даёт 40 золота каждому герою команды при её первом появлении в начале игры [1][3].,Изначально руна даёт 40 золота каждому герою команды; далее награда растёт на 6 золота каждые 4 минуты.
gpt-oss-120b/strict+gate,q17,specific,True,False,True,True,5,1,True,5.67,1056,114,5,5,5,"Ответ полностью точен, содержит правильные данные из контекста и полностью отвечает на вопрос.",Какая дальность и перезарядка у Meat Hook у Pudge?,"Дальность применения Meat Hook — 1300 единиц [1]​. Перезарядка способности — 18 сек. на 1‑м уровне, 16 сек. на 2‑м, 14 сек. на 3‑м и 12 сек. на 4‑м уровне [1]​.","Дальность 1300, перезарядка 18 / 16 / 14 / 12 секунд."
gpt-oss-120b/strict+gate,q18,specific,True,True,False,False,5,0,False,0.33,856,38,5,5,5,"В предоставленном контексте действительно нет информации о патче 7.41f, поэтому отказ системы является абсолютно верным и корректным.",Что изменили у Anti-Mage в патче 7.41f?,В базе знаний недостаточно информации для ответа на этот вопрос.,В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
gpt-oss-120b/strict+gate,q19,specific,True,False,True,True,3,2,True,1.01,741,80,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько маны стоит Laguna Blade у Lina?,Затраты маны на Laguna Blade у Lina составляют 150 / 300 / 450 мана [1][2].,Laguna Blade стоит 150 / 300 / 450 маны.
gpt-oss-120b/strict+gate,q20,multi_doc,True,False,True,True,5,1,True,0.5,1068,96,5,5,5,"Ответ полностью верен, опирается на контекст, точно отвечает на вопрос и корректно сравнивает стоимость.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Стоимость Blink Dagger — 2250 золота [2]. Стоимость Overwhelming Blink — 6800 золота [1]. Таким образом, Overwhelming Blink дороже Blink Dagger почти в три раза.","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
gpt-oss-120b/strict+gate,q21,multi_doc,True,True,False,True,1,0,False,0.75,512,37,1,5,1,"В контексте есть информация только по Axe (броня 3), а по Anti-Mage информации нет, поэтому система выдала корректный с точки зрения галлюцинаций отказ, но сам вопрос требует сравнения, для которого данных не хватило.",У кого больше базовой брони: у Axe или у Anti-Mage?,В базе знаний недостаточно информации для ответа на этот вопрос.,"У Anti-Mage больше: около 6,17 брони против 3 у Axe."
gpt-oss-120b/strict+gate,q22,multi_doc,True,False,True,True,5,2,True,0.57,999,88,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"У обеих героинь основной атрибут — Интеллект, а тип атаки — дальний бой[2][1].","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
gpt-oss-120b/strict+gate,q23,multi_doc,True,False,True,True,5,2,True,0.73,990,190,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и отвечает на поставленный вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,"В патче 7.41d дальность применения Battle Hunger была уменьшена с 700/775/850/925 до 600/700/800/900 [1].  
В патче 7.41e урон в секунду способности был снижен с 12/18/24/30 до 12/16/20/24 [2].",В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
gpt-oss-120b/strict+gate,q24,multi_doc,True,False,True,True,5,4,True,1.74,799,181,5,5,5,"Ответ полностью точен, полон, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Чем Silence отличается от Break?,"Silence — это эффект, который полностью блокирует любые заказы на использование активных способностей (за исключением кастов предметов) и отключает автокасты, но не влияет на пассивные умения [3][4].  
Break — это статус‑эффект, который отключает только пассивные способности (включая их шанс срабатывания, внутренние кулдауны, модификаторы атак и постоянные бонусы), при этом пассивные эффекты предметов и талантов остаются активными [1][2].  
Таким образом, Silence ограничивает использование активных умений, а Break — только пассивных.","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
gpt-oss-120b/strict+gate,q25,multi_doc,True,True,False,False,2,0,False,0.67,608,146,3,5,4,"Ответ системы отлично объясняет вампиризм заклинаний по контексту, но упускает сравнение с обычным вампиризмом, сославшись на отсутствие информации в контексте (хотя в эталоне оно есть).",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"Spell lifesteal восстанавливает здоровье в зависимости от фактического урона, нанесённого заклинанием, и не учитывает избыточный урон, который превышает текущие HP цели — в случае убийства лечение рассчитывается только от оставшегося здоровья цели [1]. О обычном (атакующем) вампиризме в предоставленном контексте нет информации.","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
gpt-oss-120b/strict+gate,q26,multi_doc,True,False,True,True,5,1,True,7.48,1070,72,5,5,5,"Ответ полностью точен, содержит правильные расчеты, подтвержден контекстом и прямо отвечает на вопрос.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?",Для покупки Black King Bar (4050 золота) и Linken's Sphere (4800 золота) потребуется 8850 золота [2][1].,4050 + 4800 = 8850 золота.
gpt-oss-120b/strict+gate,q27,multi_doc,True,False,True,True,5,2,True,4.76,894,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой урон наносит Laguna Blade у Lina?,Laguna Blade наносит урон 400 / 580 / 760 в зависимости от уровня способности [1][2].,По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
gpt-oss-120b/strict+gate,q28,reasoning,True,False,True,True,5,3,True,7.59,998,105,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном Counterspell срабатывает именно Counterspell — он блокирует заклинание и, если оно целенаправленное, отправляет его обратно к врагу, а Linken’s Sphere при этом не срабатывает [1][3][5].","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
gpt-oss-120b/strict+gate,q29,reasoning,True,False,True,True,5,1,True,7.64,1065,73,1,1,5,Ответ системы полностью противоречит эталону и контексту (в контексте указано: 'Does not apply the movement speed slow to units without mana').,"Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Да, Mana Break накладывает замедление скорости передвижения, если цель полностью лишена маны [1].",Нет: замедление передвижения не применяется к существам без маны.
gpt-oss-120b/strict+gate,q30,reasoning,True,True,False,False,0,0,False,0.0,0,0,5,5,5,"Контекст пустой, система корректно ответила о нехватке информации.",Можно ли снять оглушение (стан) базовым развеиванием?,В базе знаний недостаточно информации для ответа на этот вопрос.,"Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
gpt-oss-120b/strict+gate,q31,reasoning,True,True,False,False,0,0,False,0.0,0,0,5,5,5,"Контекст был пуст, система корректно ответила об отсутствии информации.",Поможет ли уклонение (evasion) против урона от заклинаний?,В базе знаний недостаточно информации для ответа на этот вопрос.,Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
gpt-oss-120b/strict+gate,q32,reasoning,True,False,True,True,2,1,True,0.34,601,59,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?",Silence прерывает каналирование способностей героя — при наложении Silence текущее каналирующее заклинание будет прервано. [2],Silence прерывает поддерживаемое заклинание.
gpt-oss-120b/strict+gate,q33,reasoning,True,False,True,True,5,1,True,5.59,1025,100,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и прямо отвечает на поставленный вопрос.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, Meat Hook может притянуть союзника, но урон по нему не наносит[1].","Да, крюк притягивает союзников, но не наносит им урона."
gpt-oss-120b/strict+gate,q34,reasoning,True,False,True,True,5,1,True,4.34,984,65,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"При попытке выполнить Blink на расстояние меньше минимального (200), Anti‑Mage всё равно переместится на 200 единиц [1][3].",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
gpt-oss-120b/strict+gate,q35,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ системы полностью совпадает с эталонным, корректно отражает отсутствие информации в контексте.",Кто выиграл The International 2019?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q36,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ полностью совпадает с эталоном, так как контекст пуст и система корректно сообщила о нехватке информации.",Сколько стоит набор Arcana для Pudge в магазине Steam?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q37,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ системы полностью совпадает с эталонным, корректно обработано отсутствие контекста.",Какой рейтинг MMR у профессионального игрока Miracle-?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q38,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ системы полностью совпадает с эталоном, корректно отражает отсутствие информации в контексте и прямо отвечает на вопрос.",Когда выйдет Dota 3?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q39,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ полностью совпадает с эталоном, корректно отражает отсутствие информации в контексте.",Какие способности у героя Frostblade Queen?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q40,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ полностью верен, так как контекст пуст, а вопрос касается игры League of Legends, в то время как база знаний по Dota 2. Система корректно определила нехватку информации.",Как собирать Yasuo в League of Legends?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict+gate,q41,unanswerable,False,True,True,,0,0,False,0.0,0,0,5,5,5,"Ответ полностью совпадает с эталоном, так как контекст пуст и информация отсутствует.",Какие системные требования у Dota 2 для Mac?,В базе знаний недостаточно информации для ответа на этот вопрос.,
