tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
gpt-oss-120b/strict,q13,specific,True,False,True,True,5,2,True,0.41,976,123,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.",В какое время нужно стакать лагерь нейтральных крипов?,"Для большинства лагерей их нужно стакать примерно на 54‑55‑й секунде игры — чтобы к отметке полной минуты появился новый набор крипов [1]. При этом нейтральные крипы появляются каждую минуту (1:00, 2:00, 3:00 и т.д.), и если в границе лагеря находится любой юнит, новый спаун не произойдёт [2].","Большинство лагерей стакают примерно на 54–55 секунде каждой минуты, чтобы в начале минуты появилась новая пачка крипов."
gpt-oss-120b/strict,q14,specific,True,False,True,True,5,1,True,0.29,1133,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие таланты у Juggernaut на 25 уровне?,У Juggernaut на 25 уровне доступны два таланта: +1 сек. действия Omnislash и 40 % вампиризма от Blade Dance[1].,На 25 уровне: +1 сек. действия Omnislash или 40% вампиризма от Blade Dance.
gpt-oss-120b/strict,q15,specific,True,False,True,False,5,1,True,0.41,938,52,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Сколько опыта получают враги, если крипа на линии заденаили?","Враги получают 50 % от опыта, который обычно даёт убитый крип. [1]",Враги получают 50% опыта за заденаенных линейных крипов и не получают золота.
gpt-oss-120b/strict,q16,specific,True,False,True,True,5,2,True,2.29,998,59,5,5,5,"Ответ полностью точен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько золота даёт руна богатства (Bounty Rune) в начале игры?,Руна богатства даёт 40 золота каждому герою команды при её первом появлении в начале игры [1][3].,Изначально руна даёт 40 золота каждому герою команды; далее награда растёт на 6 золота каждые 4 минуты.
gpt-oss-120b/strict,q17,specific,True,False,True,True,5,1,True,5.67,1056,114,5,5,5,"Ответ полностью точен, содержит правильные данные из контекста и полностью отвечает на вопрос.",Какая дальность и перезарядка у Meat Hook у Pudge?,"Дальность применения Meat Hook — 1300 единиц [1]​. Перезарядка способности — 18 сек. на 1‑м уровне, 16 сек. на 2‑м, 14 сек. на 3‑м и 12 сек. на 4‑м уровне [1]​.","Дальность 1300, перезарядка 18 / 16 / 14 / 12 секунд."
gpt-oss-120b/strict,q18,specific,True,True,False,False,5,0,False,0.33,856,38,5,5,5,"В предоставленном контексте действительно нет информации о патче 7.41f, поэтому отказ системы является абсолютно верным и корректным.",Что изменили у Anti-Mage в патче 7.41f?,В базе знаний недостаточно информации для ответа на этот вопрос.,В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
gpt-oss-120b/strict,q19,specific,True,False,True,True,5,1,True,0.7,956,60,5,5,5,"Ответ полностью верный, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько маны стоит Laguna Blade у Lina?,Стоимость маны способности Laguna Blade у Lina — 150 / 300 / 450 мана [1].,Laguna Blade стоит 150 / 300 / 450 маны.
gpt-oss-120b/strict,q20,multi_doc,True,False,True,True,5,1,True,0.5,1068,96,5,5,5,"Ответ полностью верен, опирается на контекст, точно отвечает на вопрос и корректно сравнивает стоимость.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Стоимость Blink Dagger — 2250 золота [2]. Стоимость Overwhelming Blink — 6800 золота [1]. Таким образом, Overwhelming Blink дороже Blink Dagger почти в три раза.","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
gpt-oss-120b/strict,q21,multi_doc,True,False,True,True,5,1,True,0.74,964,76,3,5,4,"Ответ верен исходя из контекста (в предоставленных фрагментах действительно нет данных о броне Anti-Mage), однако в эталоне эта информация есть, из-за чего оценка correctness снижена.",У кого больше базовой брони: у Axe или у Anti-Mage?,У Axe базовая броня — 3 [1]. Информации о базовой броне Anti‑Mage в предоставленных фрагментах нет. Поэтому сравнить их нельзя.,"У Anti-Mage больше: около 6,17 брони против 3 у Axe."
gpt-oss-120b/strict,q22,multi_doc,True,False,True,True,5,2,True,0.57,999,88,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"У обеих героинь основной атрибут — Интеллект, а тип атаки — дальний бой[2][1].","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
gpt-oss-120b/strict,q23,multi_doc,True,False,True,True,5,2,True,0.73,990,190,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и отвечает на поставленный вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,"В патче 7.41d дальность применения Battle Hunger была уменьшена с 700/775/850/925 до 600/700/800/900 [1].  
В патче 7.41e урон в секунду способности был снижен с 12/18/24/30 до 12/16/20/24 [2].",В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
gpt-oss-120b/strict,q24,multi_doc,True,False,True,True,5,4,True,1.74,799,181,5,5,5,"Ответ полностью точен, полон, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Чем Silence отличается от Break?,"Silence — это эффект, который полностью блокирует любые заказы на использование активных способностей (за исключением кастов предметов) и отключает автокасты, но не влияет на пассивные умения [3][4].  
Break — это статус‑эффект, который отключает только пассивные способности (включая их шанс срабатывания, внутренние кулдауны, модификаторы атак и постоянные бонусы), при этом пассивные эффекты предметов и талантов остаются активными [1][2].  
Таким образом, Silence ограничивает использование активных умений, а Break — только пассивных.","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
gpt-oss-120b/strict,q25,multi_doc,True,False,True,False,5,1,True,5.87,960,210,4,4,5,"Ответ верно описывает вампиризм заклинаний и суть обычного вампиризма, хотя модель излишне осторожно отметила в конце отсутствие подробностей про обычный lifesteal, хотя базовая разница в типе урона очевидна из текста.",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"Spell lifesteal восстанавливает здоровье только от урона, нанесённого заклинаниями, и рассчитывается как процент от фактически нанесённого урона — при overkill (когда урон превышает оставшееся здоровье цели) лечение берётся только от оставшегося здоровья, а не от избыточного урона [1]. Обычный вампиризм (lifesteal) относится к восстановлению от урона обычных атак и работает по другим правилам, о которых в предоставленном контексте нет. Поэтому различие описано лишь для spell lifesteal; информации о обычном lifesteal в базе нет.","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
gpt-oss-120b/strict,q26,multi_doc,True,False,True,True,5,1,True,7.48,1070,72,5,5,5,"Ответ полностью точен, содержит правильные расчеты, подтвержден контекстом и прямо отвечает на вопрос.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?",Для покупки Black King Bar (4050 золота) и Linken's Sphere (4800 золота) потребуется 8850 золота [2][1].,4050 + 4800 = 8850 золота.
gpt-oss-120b/strict,q27,multi_doc,True,False,True,True,5,2,True,4.76,894,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой урон наносит Laguna Blade у Lina?,Laguna Blade наносит урон 400 / 580 / 760 в зависимости от уровня способности [1][2].,По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
gpt-oss-120b/strict,q28,reasoning,True,False,True,True,5,3,True,7.59,998,105,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном Counterspell срабатывает именно Counterspell — он блокирует заклинание и, если оно целенаправленное, отправляет его обратно к врагу, а Linken’s Sphere при этом не срабатывает [1][3][5].","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
gpt-oss-120b/strict,q29,reasoning,True,False,True,True,5,1,True,7.64,1065,73,1,1,5,Ответ системы полностью противоречит эталону и контексту (в контексте указано: 'Does not apply the movement speed slow to units without mana').,"Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Да, Mana Break накладывает замедление скорости передвижения, если цель полностью лишена маны [1].",Нет: замедление передвижения не применяется к существам без маны.
gpt-oss-120b/strict,q30,reasoning,True,False,True,True,5,1,True,4.34,984,83,5,5,5,"Ответ полностью точен, полностью подтвержден предоставленным контекстом и точно отвечает на поставленный вопрос.",Можно ли снять оглушение (стан) базовым развеиванием?,"Нет, базовым развеиванием (Basic Dispel) нельзя снять оглушение, так как оно относится к «hard disables», которые такие развеивающие не удаляют[4].","Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
gpt-oss-120b/strict,q31,reasoning,True,False,True,True,5,1,True,8.4,994,75,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Поможет ли уклонение (evasion) против урона от заклинаний?,"Уклонение позволяет избегать только атак, а не урон от заклинаний — оно не защищает от магического урона. [2]",Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
gpt-oss-120b/strict,q32,reasoning,True,False,True,True,5,1,True,6.63,1004,79,5,5,5,"Ответ полностью верен, подтвержден контекстом, точно отвечает на поставленный вопрос.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?","Silence прерывает каналирование способностей — если на героя наложить Silence, его текущий каналируемый навык будет прерван, перейдёт в кулдаун и, как правило, не даст эффекта [2].",Silence прерывает поддерживаемое заклинание.
gpt-oss-120b/strict,q33,reasoning,True,False,True,True,5,1,True,5.59,1025,100,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и прямо отвечает на поставленный вопрос.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, Meat Hook может притянуть союзника, но урон по нему не наносит[1].","Да, крюк притягивает союзников, но не наносит им урона."
gpt-oss-120b/strict,q34,reasoning,True,False,True,True,5,1,True,4.34,984,65,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"При попытке выполнить Blink на расстояние меньше минимального (200), Anti‑Mage всё равно переместится на 200 единиц [1][3].",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
gpt-oss-120b/strict,q35,unanswerable,False,True,True,,5,0,False,9.48,1217,29,5,5,5,"Система корректно определила, что в предоставленном контексте нет информации о победителе The International 2019, и дала стандартный ответ, полностью совпавший с эталоном.",Кто выиграл The International 2019?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q36,unanswerable,False,True,True,,5,0,False,7.26,1183,37,5,5,5,"Ответ полностью совпадает с эталоном, так как в предоставленном контексте действительно нет информации о стоимости арканы на Pudge в магазине Steam.",Сколько стоит набор Arcana для Pudge в магазине Steam?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q37,unanswerable,False,True,True,,5,0,False,5.43,1026,37,5,5,5,"Ответ полностью совпадает с эталоном, в контексте действительно нет информации о MMR игрока Miracle-.",Какой рейтинг MMR у профессионального игрока Miracle-?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q38,unanswerable,False,True,True,,5,0,False,3.35,832,29,5,5,5,"Ответ полностью совпадает с эталоном, корректно указывает на отсутствие информации в контексте.",Когда выйдет Dota 3?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q39,unanswerable,False,True,True,,5,0,False,7.44,1052,35,5,5,5,"Система корректно определила, что в контексте нет информации о герое с таким именем, и дала стандартный ответ об отсутствии информации, полностью совпавший с эталоном.",Какие способности у героя Frostblade Queen?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q40,unanswerable,False,True,True,,5,0,False,4.36,959,29,5,5,5,"В контексте нет информации о сборке персонажа Yasuo (который вообще из другой игры, League of Legends, несмотря на шуточные упоминания в Вики Dota 2). Ответ об отсутствии информации абсолютно верен.",Как собирать Yasuo в League of Legends?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/strict,q41,unanswerable,False,True,True,,5,0,False,6.44,940,38,5,5,5,"Ответ системы полностью совпадает с эталоном, в предоставленном контексте действительно нет информации о системных требованиях игры для Mac.",Какие системные требования у Dota 2 для Mac?,В базе знаний недостаточно информации для ответа на этот вопрос.,
gpt-oss-120b/basic,q01,factoid,True,False,True,True,5,3,False,3.69,799,30,5,5,5,"Ответ полностью точный, полностью подтвержден контекстом и точно отвечает на вопрос.",Сколько стоит Blink Dagger?,Стоимость Blink Dagger составляет **2250 золота**.,Blink Dagger стоит 2250 золота.
gpt-oss-120b/basic,q02,factoid,True,False,True,True,5,5,False,5.47,825,29,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой основной атрибут у героя Axe?,Основной атрибут у героя Axe — **Сила**.,Основной атрибут Axe — сила.
gpt-oss-120b/basic,q03,factoid,True,False,True,True,5,5,False,6.01,814,33,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой тип атаки у Crystal Maiden?,У Crystal Maiden тип атаки — **дальний бой**.,Crystal Maiden атакует в дальнем бою (ranged).
gpt-oss-120b/basic,q04,factoid,True,False,True,True,5,3,False,3.62,672,135,5,5,5,"Ответ полностью точен, содержит правильную стоимость, все статы и пассивный бонус, которые подтверждены контекстом и эталоном.",Сколько стоит Aghanim's Scepter и какие бонусы он даёт?,"**Стоимость:** 4200 золота.

**Бонусы Aghanim's Scepter:**
- **Пассивный эффект:** «Ability Upgrade» — улучшает ультимейт и некоторые другие способности героя.
- **Статистические бонусы:**
  - +10 к каждому из атрибутов (силе, ловкости и интеллекту);
  - +175 к здоровью;
  - +175 к мане.","Aghanim's Scepter стоит 4200 золота и даёт +10 ко всем атрибутам, +175 к здоровью и +175 к мане, а также улучшает ульт и некоторые способности."
gpt-oss-120b/basic,q05,factoid,True,False,True,True,5,4,False,5.56,788,100,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой урон наносит Culling Blade у Axe?,"Culling Blade наносит чистый урон, который увеличивается с уровнем способности:

- **Уровень 1** – 275 урона  
- **Уровень 2** – 375 урона  
- **Уровень 3** – 475 урона  

Эти цифры указаны в официальном описании способности Axe.",Culling Blade наносит 275 / 375 / 475 чистого урона.
gpt-oss-120b/basic,q06,factoid,True,False,True,True,5,4,False,4.61,584,86,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие роли у Crystal Maiden?,"У Crystal Maiden три основные роли:

- **Саппорт** (Support)  
- **Нюкер** (Nuker)  
- **Дизейблер** (Disabler)  

Эти роли указаны в официальных описаниях героя.","Crystal Maiden — саппорт, нюкер и дизейблер."
gpt-oss-120b/basic,q07,factoid,True,False,True,True,5,3,False,7.19,912,407,5,5,5,"Ответ полностью верен, подробно раскрывает механику способности Arcane Aura на основе контекста и соответствует эталону.",Что делает способность Arcane Aura у Crystal Maiden?,"**Arcane Aura** – пассивная способность **Crystal Maiden**, которая постоянно повышает регенерацию маны у всех союзников.

| Что делает aura | Как работает |
|-----------------|--------------|
| **Глобальная аура** | Даёт всем союзникам на карте дополнительное восстановление маны. Базовый бонус к регенерации мани составляет **0,4 / 0,6 / 0,8 / 1 мана сек** (в зависимости от уровня способности). |
| **Близкая (проксимальная) аура** | Союзники, находящиеся в радиусе **1200 ед.** от Crystal Maiden, получают **в 3 раза больше** этого бонуса (т.е. 1,2 / 1,8 / 2,4 / 3 мана сек). |
| **Самая Crystal Maiden** | Она получает **в 7 раз больше** базового бонуса, то есть **2,8 / 4,2 / 5,6 / 7 мана сек**. |
| **Продолжительность** | Появившийся бафф остаётся на цели **0,5 сек** после выхода из радиуса ауры. |
| **Исключения** | Не действует на невидимых, неуязвимых и иллюзии (иллюзии получают бафф, но не дают его). |

Таким образом, **Arcane Aura** обеспечивает постоянный приток маны всем союзникам, а особенно усиливает её у героев, находящихся рядом с Crystal Maiden, и у самой её владельца. Это делает её одной из самых сильных «манареген‑аур» в игре.","Arcane Aura увеличивает восстановление маны всем союзникам на карте; союзники в радиусе 1200 получают бонус в 3 раза больше, а сама Crystal Maiden — ещё больше."
gpt-oss-120b/basic,q08,factoid,True,False,True,True,5,4,False,8.54,829,120,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько длятся день и ночь в Dota 2?,"В Dota 2 один «день» длится 10 минут, при этом время делится поровну между светлым и тёмным периодами.  
То есть:

* **День** — 5 минут.  
* **Ночь** — 5 минут.  

Цикл день‑ночь продолжается постоянно в течение всей партии.",Полный цикл длится 10 минут: 5 минут день и 5 минут ночь; первая ночь начинается в 5:00.
gpt-oss-120b/basic,q09,specific,True,False,True,True,5,2,False,5.37,830,58,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько секунд после получения урона от вражеского героя нельзя использовать Blink Dagger?,"Согласно официальному описанию, после получения урона от вражеского героя (или Рошана) предмет **Blink Dagger** нельзя использовать в течение **3 секунд**.","3 секунды: Blink Dagger нельзя использовать, если в последние 3 секунды владелец получал урон от вражеских героев или Рошана."
gpt-oss-120b/basic,q10,specific,True,False,True,True,5,4,False,4.61,831,125,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какая перезарядка у Mana Void у Anti-Mage?,"Перезарядка способности **Mana Void** у Anti‑Mage составляет:

- **Уровень 1** (уровень умения 1) — **100 сек.**  
- **Уровень 2** (уровень умения 2) — **85 сек.**  
- **Уровень 3** (уровень умения 3) — **70 сек.**  

Эти значения указаны в официальных данных способности.",Перезарядка Mana Void — 100 / 85 / 70 секунд.
gpt-oss-120b/basic,q11,specific,True,False,True,True,5,2,False,7.56,828,93,3,3,5,"В контексте не указано, что длительность 9/8/7 секунд зависит от 'уровней' предмета, в Dota 2 у BKB один уровень, длительность уменьшается с каждым использованием. Из-за этого утверждения об уровнях точность снижена.",Сколько длится эффект Black King Bar и какая у него перезарядка?,"Эффект **Black King Bar** длится:

- **9 секунд** на первом уровне,
- **8 секунд** на втором уровне,
- **7 секунд** на третьем уровне.

Перезарядка предмета составляет **95 секунд**.","Avatar действует 9 / 8 / 7 секунд (длительность уменьшается с каждым использованием), перезарядка 95 секунд."
gpt-oss-120b/basic,q12,specific,True,False,True,False,5,5,False,5.49,818,88,4,1,5,"Ответ близок к истине (0,16 вместо 0,167), но в предоставленном контексте нет информации о том, сколько брони дает одно очко ловкости.",Сколько брони даёт одно очко ловкости?,"В Dota 2 каждый пункт ловкости (Agility) повышает броню героя на **0,16** единицы. То есть 1 очко ловкости → +0,16 броны.","Каждое очко ловкости увеличивает броню героя на 0,167 (1/6)."
gpt-oss-120b/basic,q13,specific,True,False,True,True,5,5,False,7.69,781,725,5,5,5,"Ответ полностью точный, подробный, опирается на предоставленный контекст и полностью отвечает на поставленный вопрос.",В какое время нужно стакать лагерь нейтральных крипов?,"Для большинства лагерей нейтральных крипов их нужно «стакать» в момент, когда первая волна уже находится в лагере, но ещё не успела полностью отыграться, — то есть за несколько секунд до полной минуты.  

**Стандартное время** – **около 54‑55 секунд** после начала матча.**  

Почему именно так:

* Крипы спавнятся в 0:00, 1:00, 2:00, 3:00 и т.д.  
* Если к минутному маркеру (1:00, 2:00, 3:00…) в границе лагеря уже находится хотя бы один юнит (герой, вард, крип), новый набор не появится.  
* Поэтому нужно вывести текущих нейтралов из их «коробки» за ~5‑6 секунд до минуты, чтобы они начали отступать, а к точке спавна уже не было никого.  
* При правильном тайминге в минутный маркер появляется новая волна, а первая остаётся в дальнейшем, образуя «стек» (2 и более наборов).

**Учтите нюансы**

| Фактор | Как влияет на время |
|--------|----------------------|
| Размер «коробки» лагеря | В больших лагерях нейтралы бегут дольше → иногда нужно начать чуть раньше (≈ 53 сек). |
| Тип нейтралов | Быстрые (например, **Кролики**, **Гоблины**) уходят быстрее → старт чуть позже; медленные (например, **Тролли**) – чуть раньше. |
| Дальность атаки героя | Если вы атакуете, а не просто проходите рядом, то время может сместиться в большую сторону, потому что крипы «привязываются» к вам дольше. |
| Текущий стек | При попытке сделать второй/третий стек (например, 2‑й стек в 2:00) базовое время остаётся тем же, но иногда требуется небольшая корректировка из‑за того, что в лагере уже находится больше крипов. |

**Практический совет**

1. **Запомните базовое время** ≈ 54‑55 сек.  
2. **Проверьте визуально**: подойдите к лагерю, нажмите **A** (атака) или просто пройдите рядом, и наблюдайте, как нейтралы начинают отступать.  
3. **Отрегулируйте** на пару секунд в зависимости от конкретного лагеря (например, в лесу «Hard» – 53,5 сек, в «Easy» – 55 сек).  
4. **Тренируйтесь** в приватных играх без давления, чтобы почувствовать, когда именно крипы начинают уходить.

Итого: **стакать лагерь следует примерно в 54‑55 секунду каждой минуты** (с небольшими поправками под конкретный лагерь и героя). Это позволит получить дополнительный набор нейтралов и увеличить добычу золота/опыта.","Большинство лагерей стакают примерно на 54–55 секунде каждой минуты, чтобы в начале минуты появилась новая пачка крипов."
