tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
qwen3.8-27b/strict,q20,multi_doc,True,False,True,True,5,1,True,0.22,1090,29,4,5,5,"Ответ верный и подтвержден контекстом, но можно было бы добавить разницу в стоимости, как в эталоне.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Стоимость Blink Dagger составляет 2250 золота [2], а Overwhelming Blink — 6800 золота [1].","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
qwen3.8-27b/strict,q21,multi_doc,True,True,False,True,5,0,False,0.18,955,12,1,5,1,"В контексте действительно нет информации о базовой броне Anti-Mage (есть только броня Axe), поэтому система корректно ответила про недостаток информации, хотя эталон содержал ответ из внешних знаний.",У кого больше базовой брони: у Axe или у Anti-Mage?,В базе знаний недостаточно информации для ответа на этот вопрос.,"У Anti-Mage больше: около 6,17 брони против 3 у Axe."
qwen3.8-27b/strict,q22,multi_doc,True,False,True,True,5,2,True,0.24,960,45,5,5,5,"Ответ полностью верен, содержит всю необходимую информацию из эталона и подтвержден контекстом.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"У Crystal Maiden основной атрибут — Интеллект, а тип атаки — дальний бой [2]. У Lina основной атрибут также Интеллект, и тип атаки — дальний бой [1].","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
qwen3.8-27b/strict,q23,multi_doc,True,False,True,True,5,2,True,1.42,1003,103,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и отвечает на вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,В патче 7.41d дальность применения Battle Hunger была уменьшена с 700/775/850/925 до 600/700/800/900 [1]. В патче 7.41e урон в секунду этой способности был снижен с 12/18/24/30 до 12/16/20/24 [2].,В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
qwen3.8-27b/strict,q24,multi_doc,True,False,True,True,5,3,True,5.29,750,50,4,4,5,"Ответ системы хорошо описывает разницу между Silence и Break, но в описании Break есть неточность: в системе указано, что он отключает пассивные способности, «включая их компоненты», тогда как из контекста и эталона следует, что пассивные компоненты предметов и талантов Break не отключает.",Чем Silence отличается от Break?,"Silence полностью блокирует использование активных способностей, но не влияет на пассивные [4]. Break, напротив, отключает пассивные способности, включая их компоненты, но не затрагивает активные [1][2].","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
qwen3.8-27b/strict,q25,multi_doc,True,False,True,False,5,1,True,6.34,930,76,5,5,5,"Ответ полностью точен, полностью соответствует эталону и контексту, а также строго отвечает на заданный вопрос.",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"Вампиризм заклинаний позволяет герою восстанавливать здоровье за счёт урона, нанесённого его заклинаниями [1]. В отличие от обычного вампиризма, он не срабатывает от избыточного урона (overkill), а исцеление рассчитывается на основе оставшегося здоровья цели в момент её смерти [1].","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
qwen3.8-27b/strict,q26,multi_doc,True,False,True,True,5,1,True,8.28,1062,25,5,5,5,"Ответ полностью точен, содержит правильный расчёт, подтверждён контекстом и прямо отвечает на вопрос.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?","Чтобы купить Black King Bar и Linken's Sphere, нужно 8850 золота [1][2].",4050 + 4800 = 8850 золота.
qwen3.8-27b/strict,q27,multi_doc,True,False,True,True,5,3,True,7.37,921,91,5,5,5,"Ответ полностью точен, содержит данные из контекста, отвечает на вопрос и даже дополняет его релевантной информацией из Вики.",Какой урон наносит Laguna Blade у Lina?,"Базовый урон Laguna Blade составляет 400 / 580 / 760 [1][2]. При максимальных зарядах Fiery Soul урон может достигать 640 / 840 / 1040, а при активном Flame Cloak и максимальных зарядах — до 864 / 1134 / 1404 [3].",По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
qwen3.8-27b/strict,q28,reasoning,True,False,True,True,5,3,True,7.33,986,57,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном Counterspell предметы Linken's Sphere, Lotus Orb, Mirror Shield и Planar Pocket не срабатывают [1][3][5]. Вместо этого Counterspell блокирует направленное заклинание и отражает его обратно на врага [2].","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
qwen3.8-27b/strict,q29,reasoning,True,False,True,True,5,1,True,7.27,1022,24,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Нет, Mana Break не применяет замедление к юнитам, у которых нет маны [1].",Нет: замедление передвижения не применяется к существам без маны.
qwen3.8-27b/strict,q30,reasoning,True,False,True,True,5,1,True,7.31,948,50,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Можно ли снять оглушение (стан) базовым развеиванием?,"Нет, базовое развеивание не способно снять оглушение (стан), так как оно удаляет только большинство базовых эффектов изменения характеристик, но не большинство жестких отключений, к которым относятся станы [4].","Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
qwen3.8-27b/strict,q31,reasoning,True,True,False,True,5,0,False,7.24,986,12,1,5,1,"Ответ содержит отказ, хотя в контексте [2] есть информация о том, что уклонение работает только против атак ('evade an incoming attack').",Поможет ли уклонение (evasion) против урона от заклинаний?,В базе знаний недостаточно информации для ответа на этот вопрос.,Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
qwen3.8-27b/strict,q32,reasoning,True,False,True,True,5,1,True,7.25,966,18,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?",Silence прерывает поддержание (channeling) способностей героев [2].,Silence прерывает поддерживаемое заклинание.
qwen3.8-27b/strict,q33,reasoning,True,False,True,True,5,2,True,7.45,1003,50,5,5,5,"Ответ полностью верен, содержит точную информацию из эталона и контекста, а также подтвержден источниками без лишней информации.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, Meat Hook может притягивать союзников, но не наносит им урон [1]. При этом союзники не получают отключений и могут свободно действовать во время перетаскивания крюком [4].","Да, крюк притягивает союзников, но не наносит им урона."
qwen3.8-27b/strict,q34,reasoning,True,False,True,True,5,1,True,7.3,996,41,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"Anti-Mage переместится на 200 единиц, так как попытка сделать Blink на расстояние меньше минимального приводит к перемещению на 200 [1].",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
qwen3.8-27b/strict,q35,unanswerable,False,True,True,,5,0,False,11.29,1341,12,5,5,5,"Система корректно определила, что в предоставленном контексте нет информации о победителе The International 2019, и дала стандартный ответ, полностью совпавший с эталоном.",Кто выиграл The International 2019?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q36,unanswerable,False,True,True,,5,0,False,9.29,1209,12,5,5,5,"Ответ полностью совпадает с эталоном, так как в предоставленном контексте действительно нет информации о стоимости арканы на Pudge в магазине Steam.",Сколько стоит набор Arcana для Pudge в магазине Steam?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q37,unanswerable,False,True,True,,5,0,False,9.23,1022,12,5,5,5,"Ответ полностью совпадает с эталоном, в контексте действительно нет информации о MMR игрока Miracle-.",Какой рейтинг MMR у профессионального игрока Miracle-?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q38,unanswerable,False,True,True,,5,0,False,6.22,816,12,5,5,5,"Ответ полностью совпадает с эталоном, корректно указывает на отсутствие информации в контексте.",Когда выйдет Dota 3?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q39,unanswerable,False,True,True,,5,0,False,9.23,1036,12,5,5,5,"Система корректно определила, что в контексте нет информации о герое с таким именем, и дала стандартный ответ об отсутствии информации, полностью совпавший с эталоном.",Какие способности у героя Frostblade Queen?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q40,unanswerable,False,True,True,,5,0,False,8.22,967,12,5,5,5,"В контексте нет информации о сборке персонажа Yasuo (который вообще из другой игры, League of Legends, несмотря на шуточные упоминания в Вики Dota 2). Ответ об отсутствии информации абсолютно верен.",Как собирать Yasuo в League of Legends?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q41,unanswerable,False,True,True,,5,0,False,7.22,897,12,5,5,5,"Ответ системы полностью совпадает с эталоном, в предоставленном контексте действительно нет информации о системных требованиях игры для Mac.",Какие системные требования у Dota 2 для Mac?,В базе знаний недостаточно информации для ответа на этот вопрос.,
